Fecha,Pronostico,li_95,ls_95
2019-01-01,347023.88983896613,NA,NA
2019-02-01,347371.26092605427,NA,NA
2019-03-01,382788.89271082607,NA,NA
2019-04-01,266509.7515156284,NA,NA
2019-05-01,254134.14897024093,NA,NA
2019-06-01,272688.43940491014,NA,NA
2019-07-01,226324.69759684103,NA,NA
2019-08-01,297675.0523152936,NA,NA
2019-09-01,250122.70472856693,NA,NA
2019-10-01,298628.7279856402,NA,NA
2019-11-01,257765.63143064704,NA,NA
2019-12-01,225644.5469931952,NA,NA
2020-01-01,266321.5072930652,NA,NA
2020-02-01,347178.1317426283,NA,NA
2020-03-01,385520.9103819738,NA,NA
2020-04-01,122970.17931040336,NA,NA
2020-05-01,1263.42549179263,NA,NA
2020-06-01,1986.3575013672,NA,NA
2020-07-01,2944.374800718596,NA,NA
2020-08-01,4778.444178003996,NA,NA
2020-09-01,6872.506000131863,NA,NA
2020-10-01,10477.89547998098,NA,NA
2020-11-01,16383.433056070418,NA,NA
2020-12-01,24997.577777086903,NA,NA
2021-01-01,38051.386987253805,NA,NA
2021-02-01,48453.400424672014,NA,NA
2021-03-01,43415.69421435352,NA,NA
2021-04-01,34554.6576277797,NA,NA
2021-05-01,8117.174573739034,NA,NA
2021-06-01,7525.850116113397,NA,NA
2021-07-01,12605.929371234964,NA,NA
2021-08-01,20396.65999994124,NA,NA
2021-09-01,40987.00923387129,NA,NA
2021-10-01,49804.91316679321,NA,NA
2021-11-01,63986.6306519654,NA,NA
2021-12-01,85020.22329375376,NA,NA
2022-01-01,99009.59979701308,NA,NA
2022-02-01,125822.06193313152,NA,NA
2022-03-01,122329.31270458605,NA,NA
2022-04-01,114797.63561138064,NA,NA
2022-05-01,116331.84160234424,NA,NA
2022-06-01,176292.60712975918,NA,NA
2022-07-01,169238.6397450892,NA,NA
2022-08-01,208609.91656683403,NA,NA
2022-09-01,178028.99727033905,NA,NA
2022-10-01,215896.41020651057,NA,NA
2022-11-01,255153.3498267565,NA,NA
2022-12-01,216774.68251003843,NA,NA
2023-01-01,255402.7437773036,NA,NA
2023-02-01,315246.3601129496,NA,NA
2023-03-01,412647.1976003908,NA,NA
2023-04-01,265817.27404331113,NA,NA
2023-05-01,287053.89070076926,NA,NA
2023-06-01,292836.6649883995,NA,NA
2023-07-01,276730.0227229244,NA,NA
2023-08-01,314733.13,NA,NA
2023-09-01,264047.42046730174,NA,NA
2023-10-01,318962.4439136771,NA,NA
2023-11-01,347143.1347715141,NA,NA
2023-12-01,308581.85459985863,NA,NA
2024-01-01,353884.8824853158,NA,NA
2024-02-01,416986.1963086415,NA,NA
2024-03-01,487261.2731637308,NA,NA
2024-04-01,284588.44387968624,NA,NA
2024-05-01,245026.7608266954,NA,NA
2024-06-01,245525.1459934244,NA,NA
2024-07-01,266778.8613628232,NA,NA
2024-08-01,262311.2099657544,NA,NA
2024-09-01,253957.1952750948,NA,NA
2024-10-01,312628.3482842507,NA,NA
2024-11-01,311520.87708779954,NA,NA
2024-12-01,277092.33586620155,NA,NA
2025-01-01,317061.690056349,NA,NA
2025-02-01,383494.409818391,NA,NA
2025-03-01,421815.4211715973,NA,NA
2025-04-01,252091.2473012188,NA,NA
2025-05-01,248442.88860173253,NA,NA
2025-06-01,266726.0808263097,NA,NA
2025-07-01,242825.80537852197,NA,NA
2025-08-01,247542.96586528295,NA,NA
2025-09-01,240258.63308295092,NA,NA
2025-10-01,289462.8533154394,NA,NA
2025-11-01,279865.7214853305,NA,NA
2025-12-01,244533.9132777133,NA,NA
2026-01-01,322260.9009280663,206550.2867585284,437971.51509760413
2026-02-01,322260.9009280663,158621.3810589854,485900.4207971472
2026-03-01,322260.9009280663,121844.23821142744,522677.5636447051
2026-04-01,322260.9009280663,90839.67258899054,553682.129267142
2026-05-01,322260.9009280663,63524.10192672923,580997.6999294034
2026-06-01,322260.9009280663,38828.9383886414,605692.8634674912
