Fecha,Cantidad,Tendencia,Estacional,Residuo,arima_Pronostico,arima_li,arima_ls,sarimax_Pronostico,sarimax_li,sarimax_ls
2019-01-01,347371.26092620683,307538.30001076317,39535.95624345963,297.00467198406113,347023.88983896613,NA,NA,347023.8905804545,NA,NA
2019-02-01,382788.89271082607,302515.14207812364,136264.6908392494,-55990.94020654698,347371.26092605427,NA,NA,382406.1063931878,NA,NA
2019-03-01,266509.7515156284,297491.9841454841,-25201.066421927568,-5781.166207928094,382788.89271082607,NA,NA,266243.2455168111,NA,NA
2019-04-01,254134.14897024093,291889.0966084173,-38172.65905868933,417.711420512991,266509.7515156284,NA,NA,253880.01925198632,NA,NA
2019-05-01,272688.43940491014,286286.20907135046,-21231.52354623884,7633.753879798518,254134.14897024093,NA,NA,272415.75594896986,NA,NA
2019-06-01,226324.69759684103,280009.19622465794,-41573.3672852599,-12111.131342557026,272688.43940491014,NA,NA,226098.37821344807,NA,NA
2019-07-01,297675.0523152936,273732.18337796535,-22450.278163253748,46393.14710058196,226324.69759684103,NA,NA,297377.38286640035,NA,NA
2019-08-01,250122.70472856693,266451.9567163869,-37345.22293413947,21015.97094631952,297675.0523152936,NA,NA,249872.58781903677,NA,NA
2019-09-01,298628.7279856402,259171.7300548085,-1256.7469060225674,40713.744836854254,250122.70472856693,NA,NA,298330.10512744327,NA,NA
2019-10-01,257765.63143064704,246355.32782665157,5731.729866729303,5678.573737266182,298628.7279856402,NA,NA,257507.87160647687,NA,NA
2019-11-01,225644.5469931952,233538.92559849468,-16205.109030872098,8310.730425572605,257765.63143064704,NA,NA,225418.90787304405,NA,NA
2019-12-01,266321.5072930652,211755.36332708775,21903.58635207564,32662.55761390179,225644.5469931952,NA,NA,266055.19074947236,NA,NA
2020-01-01,347178.1317426283,189971.80105568084,39535.95624345963,117670.37444348785,266321.5072930652,NA,NA,347263.9062986537,NA,NA
2020-02-01,385520.9103819738,168197.2119428507,136264.6908392494,81059.00759987367,347178.1317426283,NA,NA,383079.2915573832,NA,NA
2020-03-01,122970.17931040336,146422.62283002055,-25201.066421927568,1748.622902310366,385520.9103819738,NA,NA,117785.26239150816,NA,NA
2020-04-01,1263.425491792636,125984.36905385564,-38172.65905868933,-86548.28450337367,122970.17931040336,NA,NA,92649.3960521228,NA,NA
2020-05-01,1986.3575013672,105546.11527769073,-21231.52354623884,-82328.23423008466,1263.42549179263,NA,NA,27089.94690101647,NA,NA
2020-06-01,2944.374800718596,84715.31926262355,-41573.3672852599,-40197.57717664506,1986.3575013672,NA,NA,-25003.466974810668,NA,NA
2020-07-01,4778.444178003996,63884.52324755638,-22450.278163253748,-36655.80090629864,2944.374800718596,NA,NA,71059.8533697637,NA,NA
2020-08-01,6872.506000131863,50602.369588924805,-37345.22293413947,-6384.640654653471,4778.444178003996,NA,NA,-20129.85134145291,NA,NA
2020-09-01,10477.89547998098,37320.215930293234,-1256.7469060225674,-25585.573544289688,6872.506000131863,NA,NA,58849.001000125274,NA,NA
