Fecha,Tendencia,Estacional,Residuo
2019-01-01,307538.30001076317,39535.95624345963,297.00467198406113
2019-02-01,302515.14207812364,136264.6908392494,-55990.94020654698
2019-03-01,297491.9841454841,-25201.066421927568,-5781.166207928094
2019-04-01,291889.0966084173,-38172.65905868933,417.711420512991
2019-05-01,286286.20907135046,-21231.52354623884,7633.753879798518
2019-06-01,280009.19622465794,-41573.3672852599,-12111.131342557026
2019-07-01,273732.18337796535,-22450.278163253748,46393.14710058196
2019-08-01,266451.9567163869,-37345.22293413947,21015.970946319518
2019-09-01,259171.73005480846,-1256.7469060225674,40713.744836854254
2019-10-01,246355.32782665157,5731.729866729303,5678.573737266182
2019-11-01,233538.92559849468,-16205.109030872098,8310.730425572605
2019-12-01,211755.36332708778,21903.58635207564,32662.557613901794
2020-01-01,189971.80105568084,39535.95624345963,117670.37444348785
2020-02-01,168197.2119428507,136264.6908392494,81059.00759987367
2020-03-01,146422.62283002055,-25201.066421927568,1748.622902310366
2020-04-01,125984.36905385563,-38172.65905868933,-86548.28450337367
2020-05-01,105546.11527769071,-21231.52354623884,-82328.23423008466
2020-06-01,84715.31926262355,-41573.3672852599,-40197.57717664506
2020-07-01,63884.52324755638,-22450.278163253748,-36655.80090629864
2020-08-01,50602.369588924805,-37345.22293413947,-6384.640654653471
2020-09-01,37320.215930293234,-1256.7469060225674,-25585.573544289688
2020-10-01,33613.38417228646,5731.729866729303,-22961.680982945345
2020-11-01,29906.552414279693,-16205.109030872098,11296.134393679306
2020-12-01,31375.91547695943,21903.58635207564,-15228.114841781266
2021-01-01,32845.27853963917,39535.95624345963,-23927.834358426786
2021-02-01,35469.937258640144,136264.6908392494,-128318.93388353604
2021-03-01,38094.595977641126,-25201.066421927568,21661.128072066138
2021-04-01,42189.234984677765,-38172.65905868933,4100.598647750594
2021-05-01,46283.8739917144,-21231.52354623884,-17526.50032936216
2021-06-01,51229.27768140596,-41573.3672852599,2950.0189750888967
2021-07-01,56174.681371097526,-22450.278163253748,-13327.743207902538
2021-08-01,62860.94718818017,-37345.22293413947,15471.284979830583
2021-09-01,69547.21300526282,-1256.7469060225674,-18485.55293244704
2021-10-01,79932.30667464618,5731.729866729303,-21677.40588941008
2021-11-01,90317.40034402956,-16205.109030872098,10907.931980596302
2021-12-01,103662.555343248,21903.58635207564,-26556.54189831055
2022-01-01,117007.71034246642,39535.95624345963,-30721.60465279453
2022-02-01,131075.156004616,136264.6908392494,-145010.53413927936
2022-03-01,145142.60166676555,-25201.066421927568,-5143.899633457331
2022-04-01,159397.9593961286,-38172.65905868933,-4893.458735095046
2022-05-01,173653.31712549162,-21231.52354623884,23870.8135505064
2022-06-01,187514.26347358956,-41573.3672852599,23297.743556759553
2022-07-01,201375.20982168752,-22450.278163253748,29684.98490840025
2022-08-01,213818.01515528787,-37345.22293413947,1556.2050491906703
2022-09-01,226260.82048888822,-1256.7469060225674,-9107.663376355078
2022-10-01,237356.3715747763,5731.729866729303,12065.248385250889
2022-11-01,248451.92266066436,-16205.109030872098,-15472.131119753845
2022-12-01,258397.65412871106,21903.58635207564,-24898.496703483077
2023-01-01,268343.38559675775,39535.95624345963,7367.018272732268
2023-02-01,277288.50850168243,136264.6908392494,-906.0017405410181
2023-03-01,286233.6314066071,-25201.066421927568,4784.709058631619
2023-04-01,294301.2511957502,-38172.65905868933,30925.298563708377
2023-05-01,302368.87098489335,-21231.52354623884,11699.31754974497
2023-06-01,309200.10721944657,-41573.3672852599,9103.282788737735
2023-07-01,316031.34345399984,-22450.278163253748,21152.0647092539
2023-08-01,319691.1024677997,-37345.22293413947,-18298.459066358453
2023-09-01,323350.86148159945,-1256.7469060225674,-3131.670661899785
2023-10-01,322828.36033554113,5731.729866729303,18583.044569243677
2023-11-01,322305.8591894828,-16205.109030872098,2481.1044412479387
2023-12-01,319748.7998246142,21903.58635207564,12232.496308625967
2024-01-01,317191.74045974563,39535.95624345963,60258.49960543623
2024-02-01,314744.8825261756,136264.6908392494,36251.69979830581
2024-03-01,312298.0245926056,-25201.066421927568,-2508.514290991763
2024-04-01,309600.1942933103,-38172.65905868933,-26400.77440792555
2024-05-01,306902.36399401503,-21231.52354623884,-40145.69445435179
2024-06-01,303950.0371389749,-41573.3672852599,4402.191509108234
2024-07-01,300997.71028393466,-22450.278163253748,-16236.222154926509
2024-08-01,299138.27570368454,-37345.22293413947,-7835.857494450291
2024-09-01,297278.8411234345,-1256.7469060225674,16606.254066838766
2024-10-01,296413.60128354095,5731.729866729303,9375.5459375293
2024-11-01,295548.36144364736,-16205.109030872098,-2250.916546573688
2024-12-01,294391.2681390889,21903.58635207564,766.8355651844759
2025-01-01,293234.17483453045,39535.95624345963,50724.278740400914
2025-02-01,291466.76544491015,136264.6908392494,-5916.03511256224
2025-03-01,289699.35605528986,-25201.066421927568,-12407.042332143465
2025-04-01,287819.6388327846,-38172.65905868933,-1204.091172362736
2025-05-01,285939.9216102794,-21231.52354623884,2017.6827622691053
2025-06-01,284366.4174755857,-41573.3672852599,32.75518819614081
2025-07-01,282792.91334089194,-22450.278163253748,-12799.669312355225
2025-08-01,281313.7565376959,-37345.22293413947,-3709.900520605501
2025-09-01,279834.5997344999,-1256.7469060225674,10885.00048696209
2025-10-01,278457.4943388869,5731.729866729303,-4323.502720285731
2025-11-01,277080.3889432739,-16205.109030872098,-16341.366634688544
2025-12-01,275791.33696636,21903.58635207564,24565.977609630674
