Fecha,Pronostico,li_95,ls_95
2019-01-01,347023.8905804545,NA,NA
2019-02-01,382406.1063931878,NA,NA
2019-03-01,266243.2455168111,NA,NA
2019-04-01,253880.01925198632,NA,NA
2019-05-01,272415.75594896986,NA,NA
2019-06-01,226098.37821344807,NA,NA
2019-07-01,297377.38286640035,NA,NA
2019-08-01,249872.58781903677,NA,NA
2019-09-01,298330.10512744327,NA,NA
2019-10-01,257507.87160647687,NA,NA
2019-11-01,225418.90787304405,NA,NA
2019-12-01,266055.19074947236,NA,NA
2020-01-01,347263.9062986537,NA,NA
2020-02-01,383079.2915573832,NA,NA
2020-03-01,117785.26239150815,NA,NA
2020-04-01,92649.39605212281,NA,NA
2020-05-01,27089.94690101647,NA,NA
2020-06-01,-25003.466974810668,NA,NA
2020-07-01,71059.8533697637,NA,NA
2020-08-01,-20129.85134145291,NA,NA
2020-09-01,58849.001000125274,NA,NA
2020-10-01,37745.225490603174,NA,NA
2020-11-01,7831.0890783174,NA,NA
2020-12-01,75649.02471419831,NA,NA
2021-01-01,129216.7477837978,NA,NA
2021-02-01,105734.05050606452,NA,NA
2021-03-01,-36653.74421353743,NA,NA
2021-04-01,-18335.276178353324,NA,NA
2021-05-01,28457.795479470744,NA,NA
2021-06-01,1695.7163770734023,NA,NA
2021-07-01,55711.04220226148,NA,NA
2021-08-01,16323.205631618566,NA,NA
2021-09-01,74500.37349454765,NA,NA
2021-10-01,21050.268422095498,NA,NA
2021-11-01,62145.319604944874,NA,NA
2021-12-01,113659.97808270385,NA,NA
2022-01-01,146469.16374231427,NA,NA
2022-02-01,149520.23076067702,NA,NA
2022-03-01,62566.92827097938,NA,NA
2022-04-01,64542.99920291311,NA,NA
2022-05-01,117751.7822957598,NA,NA
2022-06-01,156250.21082353633,NA,NA
2022-07-01,181583.81447845488,NA,NA
2022-08-01,192797.04127395173,NA,NA
2022-09-01,187017.63590936785,NA,NA
2022-10-01,283652.06492595054,NA,NA
2022-11-01,251314.2458559943,NA,NA
2022-12-01,236523.8261172523,NA,NA
2023-01-01,288695.71130256704,NA,NA
2023-02-01,319634.4872228857,NA,NA
2023-03-01,350222.6775846823,NA,NA
2023-04-01,229381.8039798803,NA,NA
2023-05-01,302035.7748534683,NA,NA
2023-06-01,275602.6315176449,NA,NA
2023-07-01,298216.382454134,NA,NA
2023-08-01,292366.44335950294,NA,NA
2023-09-01,285390.6662980529,NA,NA
2023-10-01,277209.2874855646,NA,NA
2023-11-01,319990.07167209964,NA,NA
2023-12-01,325062.8484800943,NA,NA
2024-01-01,385999.9756489073,NA,NA
2024-02-01,443859.8152332936,NA,NA
2024-03-01,385671.11953237356,NA,NA
2024-04-01,266773.77374359715,NA,NA
2024-05-01,261192.8938649818,NA,NA
2024-06-01,233954.223680881,NA,NA
2024-07-01,295124.77769805596,NA,NA
2024-08-01,235460.14428744407,NA,NA
2024-09-01,288513.8974385006,NA,NA
2024-10-01,296802.3650168934,NA,NA
2024-11-01,284068.9470551937,NA,NA
2024-12-01,307419.80956642865,NA,NA
2025-01-01,364456.588894726,NA,NA
2025-02-01,429584.11932536267,NA,NA
2025-03-01,291190.1584873972,NA,NA
2025-04-01,230091.36874208695,NA,NA
2025-05-01,258619.8382231007,NA,NA
2025-06-01,264520.730754549,NA,NA
2025-07-01,262028.6879751955,NA,NA
2025-08-01,228941.19411655804,NA,NA
2025-09-01,284950.14033960504,NA,NA
2025-10-01,281447.6622438713,NA,NA
2025-11-01,253384.76341933143,NA,NA
2025-12-01,281948.7606170989,NA,NA
2026-01-01,375882.3953136198,298560.1521395488,453204.6384876908
2026-02-01,420039.446899373,316584.0645472905,523494.82925145555
2026-03-01,275663.6011949352,155486.40031992857,387545.2876596161
2026-04-01,257605.87632679148,125687.27303582561,335261.45536136365
2026-05-01,269660.45910747873,129142.56092831047,365081.83270944067
2026-06-01,259390.70543669706,115324.77425925601,345974.322777768
