Fecha,arima_Pronostico,arima_li,arima_ls,sarimax_Pronostico,sarimax_li,sarimax_ls,Variable
2026-01-01,486.69307373246437,276.4442059246313,696.9419415402974,406.60520288362255,218.61080365709267,594.5996021101524,AFRICA
2026-02-01,466.73993357544094,215.26913442860433,718.2107327222775,320.4652805667481,125.44552564325585,515.4850354902403,AFRICA
2026-03-01,456.3468313112369,185.60900090744195,727.0846617150319,389.10659136596695,183.06662183190514,595.1465609000288,AFRICA
2026-04-01,450.9333187601219,168.42586161043187,733.4407759098119,362.4794161330841,153.8546459527735,571.1041863133947,AFRICA
2026-05-01,448.11355259251513,156.94760163634118,739.279503548689,285.3893641454381,74.96228876298565,495.81643952789057,AFRICA
2026-06-01,446.6448054223729,148.2775432920942,745.0120675526516,172.63409528787577,0,383.7202773284545,AFRICA
2026-01-01,8.144302486273247,0,17.70415509593147,8.855914532455648,0,19.078859820097257,ANGOLA
2026-02-01,6.616206825091061,0,16.4063766814334,3.1586333811997283,0,13.428667007653377,ANGOLA
2026-03-01,6.4011053682964905,0,16.24876736961787,3.155960464827885,0,13.460216939212984,ANGOLA
2026-04-01,6.370826742494129,0,16.260902455773394,6.296225511739596,0,16.62538159290819,ANGOLA
2026-05-01,6.36656459013988,0,16.296980566544644,5.251393687147079,0,15.598680288828673,ANGOLA
2026-06-01,6.3659646308547595,0,16.336295805615013,3.436293316513547,0,13.79678907350034,ANGOLA
2026-01-01,4.177997138950115,0,48.26144795073088,3.72050246651888,0,53.62274009743421,ARGELIA
2026-02-01,4.177997138950115,0,48.272063041415606,2.6729777523054965,0,52.57521538322083,ARGELIA
2026-03-01,4.177997138950115,0,48.28267557726598,2.6729777523054965,0,52.57521538322083,ARGELIA
2026-04-01,4.177997138950115,0,48.293285560125824,3.291378712034465,0,53.193616342949795,ARGELIA
2026-05-01,4.177997138950115,0,48.30389299183672,2.7887449080570335,0,52.690982538972364,ARGELIA
2026-06-01,4.177997138950115,0,48.314497874238015,1.6184009597289688,0,51.520638590644296,ARGELIA
2026-01-01,0.4083950228422595,0,3.322952491374891,0.8115397124264577,0,4.106529575945446,CABO VERDE
2026-02-01,0.4083950228422595,0,3.325380428320991,2.1932975090190384e-18,0,3.2949898635189885,CABO VERDE
2026-03-01,0.4083950228422595,0,3.3278063460669447,0.6356121372697756,0,3.930602000788764,CABO VERDE
2026-04-01,0.4083950228422595,0,3.330230249642204,2.1932975090190384e-18,0,3.2949898635189885,CABO VERDE
2026-05-01,0.4083950228422595,0,3.332652144055384,0.5528481503037666,0,3.847838013822755,CABO VERDE
2026-06-01,0.4083950228422595,0,3.3350720342943694,1.1884602875735422,0,4.483450151092531,CABO VERDE
2026-01-01,13.677725229312706,0,30.324993868036653,5.886937311502711,0,24.910688697385353,EGIPTO
2026-02-01,13.440616004722262,0,30.266954522212416,6.2229982155243855,0,25.246749601407025,EGIPTO
2026-03-01,13.218952225428296,0,30.20024477469213,6.309815978332008,0,25.333567364214648,EGIPTO
2026-04-01,13.011727765326611,0,30.127295511361783,8.379137124013187,0,27.402888509895828,EGIPTO
