Fecha,Aeropuerto,Pasajeros,Capacidad,LoadFactor
2016-06-01,Aeropuerto Punta Arenas,149,381.15,39.09222091040273
2016-07-01,Aeropuerto C. Arturo Merino Benítez,375578.84,465039.95,80.76270436550666
2016-07-01,Aeropuerto Cerro Moreno,1386,1693.5,81.84233835252435
2016-07-01,Aeropuerto Diego Aracena,2032,3373,60.243107026386014
2016-07-01,Aeropuerto Isla de Pascua,343,605.1499999999999,56.68016194331985
2016-07-01,Aeropuerto Punta Arenas,212,353.29999999999995,60.00566091140674
2016-07-01,Chacalluta - Aeropuerto,69,69,100
2016-08-01,Aeropuerto C. Arturo Merino Benítez,352880.03,468376.64999999997,75.34108073064702
2016-08-01,Aeropuerto Cerro Moreno,1625,1689.25,96.19653692467071
2016-08-01,Aeropuerto Diego Aracena,1928,3331.6499999999996,57.86922395809885
2016-08-01,Aeropuerto Isla de Pascua,389,605.1499999999999,64.28158307857558
2016-08-01,Aeropuerto Punta Arenas,141,352.4,40.011350737797954
2016-09-01,Aeropuerto C. Arturo Merino Benítez,356622.02,475390.5,75.01664841851068
2016-09-01,Aeropuerto Cerro Moreno,1527,1685,90.62314540059347
2016-09-01,Aeropuerto Diego Aracena,1709,3272.2,52.22785893282808
2016-09-01,Aeropuerto Isla de Pascua,373,605.1499999999999,61.637610509790974
2016-09-01,Aeropuerto Punta Arenas,80,345.79999999999995,23.134759976865244
2016-10-01,Aeropuerto C. Arturo Merino Benítez,365150.61,467814.8,78.0545228581909
2016-10-01,Aeropuerto Cerro Moreno,1383,1680.75,82.28469433288711
2016-10-01,Aeropuerto Diego Aracena,1892,3254.6,58.13310391445954
2016-10-01,Aeropuerto Isla de Pascua,338,605.1499999999999,55.853920515574664
2016-10-01,Aeropuerto Punta Arenas,193,347.79999999999995,55.491661874640606
2016-11-01,Aeropuerto C. Arturo Merino Benítez,365004.04,472744.1,77.20964471053155
2016-11-01,Aeropuerto Cerro Moreno,1394,1676.5,83.1494184312556
2016-11-01,Aeropuerto Diego Aracena,2026,3323.25,60.96441736252163
2016-11-01,Aeropuerto Isla de Pascua,622,631,98.57369255150554
2016-11-01,Aeropuerto Punta Arenas,201,419.8999999999999,47.868540128602056
2016-12-01,Aeropuerto C. Arturo Merino Benítez,397213.74,502768.5,79.00529567783184
2016-12-01,Aeropuerto Carriel Sur,313,313,100
2016-12-01,Aeropuerto Cerro Moreno,1271,1672.25,76.00538197039917
2016-12-01,Aeropuerto Diego Aracena,2045,3211.05,63.686333130907336
2016-12-01,Aeropuerto Isla de Pascua,555,596.15,93.09737482177304
2016-12-01,Aeropuerto La Florida,277,277,100
2016-12-01,Aeropuerto Punta Arenas,383,438.99999999999994,87.24373576309796
2017-01-01,Aeropuerto C. Arturo Merino Benítez,427354.19,507374.62,84.22853117879644
2017-01-01,Aeropuerto Cerro Moreno,1766,1740.15,101.48550412320776
2017-01-01,Aeropuerto Diego Aracena,4318,4693.549999999999,91.99859381491623
2017-01-01,Aeropuerto Isla de Pascua,685,650.3499999999999,105.3279003613439
2017-01-01,Aeropuerto Punta Arenas,394,390.6,100.87045570916537
2017-02-01,Aeropuerto C. Arturo Merino Benítez,407356.19,505719.16,80.54988266610266
2017-02-01,Aeropuerto Cerro Moreno,1593,1693.4,94.07109956300933
2017-02-01,Aeropuerto Diego Aracena,3202,4523.7,70.78276631960564
2017-02-01,Aeropuerto Isla de Pascua,529,650.3499999999999,81.34081648343201
2017-02-01,Aeropuerto La Florida,121,121,100
2017-02-01,Aeropuerto Punta Arenas,424,481.8,88.00332088003321
2017-02-01,Chacalluta - Aeropuerto,35,35,100
2017-03-01,Aeropuerto C. Arturo Merino Benítez,407360.35,510049.68,79.86679846559261
2017-03-01,Aeropuerto Cerro Moreno,1509,1688.4499999999998,89.37190914744293
2017-03-01,Aeropuerto Diego Aracena,2072,3274.7999999999997,63.27103945279101
2017-03-01,Aeropuerto Isla de Pascua,467,650.3499999999999,71.80748827554395
2017-03-01,Aeropuerto Punta Arenas,325,476.15000000000003,68.25580174314815
2017-04-01,Aeropuerto C. Arturo Merino Benítez,368066.86,499307.39999999997,73.7154826866175
2017-04-01,Aeropuerto Cerro Moreno,1149,1688.4499999999998,68.05057893334123
2017-04-01,Aeropuerto Diego Aracena,2368,2901.7499999999995,81.60592745756871
2017-04-01,Aeropuerto Isla de Pascua,356,650.3499999999999,54.73975551626048
2017-04-01,Aeropuerto Punta Arenas,301,470.3499999999999,63.994897416817274
2017-04-01,Chacalluta - Aeropuerto,0,0,NA
2017-05-01,Aeropuerto C. Arturo Merino Benítez,360099.95,501877.75,71.75053088127538
2017-05-01,Aeropuerto Cerro Moreno,1167,1688.4499999999998,69.11664544404633
2017-05-01,Aeropuerto Diego Aracena,2779,3302.45,84.14964647458706
2017-05-01,Aeropuerto Isla de Pascua,453,650.3499999999999,69.65480126085954
2017-05-01,Aeropuerto Punta Arenas,141,495.94999999999993,28.43028531101926
2017-06-01,Aeropuerto C. Arturo Merino Benítez,349056.88,502333.35,69.48710054787325
2017-06-01,Aeropuerto Cerro Moreno,1327,1688.4499999999998,78.5927922058693
2017-06-01,Aeropuerto Diego Aracena,2495,3142.2999999999997,79.40043916876174
2017-06-01,Aeropuerto Isla de Pascua,354,650.3499999999999,54.432228799876995
2017-06-01,Aeropuerto Punta Arenas,125,298.6,41.862022772940385
2017-07-01,Aeropuerto C. Arturo Merino Benítez,454200.83,527741.896,86.06495588896738
2017-07-01,Aeropuerto Carriel Sur,0,0,NA
2017-07-01,Aeropuerto Cerro Moreno,1446,1688.4499999999998,85.64067635997513
2017-07-01,Aeropuerto Diego Aracena,2302.05,3438.5,66.9492511269449
2017-07-01,Aeropuerto Isla de Pascua,438,650.3499999999999,67.3483508879834
2017-07-01,Aeropuerto Punta Arenas,214,303.40000000000003,70.53394858272907
2017-08-01,Aeropuerto C. Arturo Merino Benítez,399293.06,535548.446,74.55778519801736
2017-08-01,Aeropuerto Cerro Moreno,1302,1670.85,77.92440973157375
2017-08-01,Aeropuerto Diego Aracena,2833,3491.2,81.14688359303392
2017-08-01,Aeropuerto Isla de Pascua,443,650.3499999999999,68.11716767894211
2017-08-01,Aeropuerto Punta Arenas,94,298.6,31.48024112525117
2017-09-01,Aeropuerto C. Arturo Merino Benítez,366882.07,551349.6865,66.54253715622636
2017-09-01,Aeropuerto Cerro Moreno,1601,1834.85,87.25508897185057
2017-09-01,Aeropuerto Diego Aracena,3091,3700.2499999999995,83.53489629079117
2017-09-01,Aeropuerto Isla de Pascua,340,650.3499999999999,52.2795417851926
2017-09-01,Aeropuerto Punta Arenas,168,495.65,33.89488550388379
2017-09-01,Chacalluta - Aeropuerto,43,42.6,100.93896713615023
2017-10-01,Aeropuerto C. Arturo Merino Benítez,413198.58,562637.25,73.4396060694524
2017-10-01,Aeropuerto Cerro Moreno,1526,1670.85,91.33075979291978
2017-10-01,Aeropuerto Diego Aracena,1852.37,3720.95,49.782179282172564
2017-10-01,Aeropuerto Isla de Pascua,509,650.3499999999999,78.26554931959716
2017-10-01,Aeropuerto Punta Arenas,95,329.20000000000005,28.857837181044953
2017-10-01,Chacalluta - Aeropuerto,0,0,NA
2017-11-01,Aeropuerto C. Arturo Merino Benítez,405811.09,554574.65,73.17519652223555
2017-11-01,Aeropuerto Cerro Moreno,1436,1670.85,85.94427985755753
2017-11-01,Aeropuerto Diego Aracena,2873,3722.7,77.17516856045343
2017-11-01,Aeropuerto Isla de Pascua,459,613.4999999999999,74.81662591687042
2017-11-01,Aeropuerto Punta Arenas,341,464.99999999999994,73.33333333333334
2017-12-01,Aeropuerto C. Arturo Merino Benítez,439529.48,569158.7999999999,77.22440204737238
2017-12-01,Aeropuerto Cerro Moreno,1345,1828.85,73.54348360991881
2017-12-01,Aeropuerto Diego Aracena,3409,3909.4499999999994,87.19896660655593
2017-12-01,Aeropuerto Isla de Pascua,550,610.7499999999999,90.05321326238234
2017-12-01,Aeropuerto La Florida,326,326,100
2017-12-01,Aeropuerto Punta Arenas,395,478.7999999999999,82.49791144527988
2017-12-01,Chacalluta - Aeropuerto,159,155.55,102.21793635486979
2018-01-01,Aeropuerto C. Arturo Merino Benítez,485391.52,587880.9475,82.56629544879067
2018-01-01,Aeropuerto Cerro Moreno,1478,1556.15,94.97799055360987
2018-01-01,Aeropuerto Diego Aracena,4625,4557.95,101.47105606687217
2018-01-01,Aeropuerto Isla de Pascua,612,577.9,105.90067485724175
2018-01-01,Aeropuerto Punta Arenas,412,485.65,84.83475754143932
2018-02-01,Aeropuerto C. Arturo Merino Benítez,484661.98,599999.6499999999,80.77704378660889
2018-02-01,Aeropuerto Cerro Moreno,1557,1552.6,100.28339559448666
2018-02-01,Aeropuerto Diego Aracena,2512,3128.2,80.30177098650982
2018-02-01,Aeropuerto Isla de Pascua,517,577.9,89.46184460979408
2018-02-01,Aeropuerto Punta Arenas,580,507.2499999999999,114.34204041399707
2018-02-01,Chacalluta - Aeropuerto,0,62.099999999999994,0
2018-03-01,Aeropuerto C. Arturo Merino Benítez,432020.52,586060.95,73.71597100949995
2018-03-01,Aeropuerto Cerro Moreno,1761,1636.1499999999999,107.63071845490938
2018-03-01,Aeropuerto Diego Aracena,1314,2004.3999999999999,65.5557772899621
2018-03-01,Aeropuerto Isla de Pascua,556,581.2,95.6641431520991
2018-03-01,Aeropuerto Punta Arenas,430,537.8499999999999,79.94794087570885
2018-03-01,Chacalluta - Aeropuerto,135,175.85,76.76997441000853
2018-04-01,Aeropuerto C. Arturo Merino Benítez,377241.79,567339.45,66.49313563511228
2018-04-01,Aeropuerto Cerro Moreno,1593,1668.6,95.46925566343043
2018-04-01,Aeropuerto Diego Aracena,1328,2049.3999999999996,64.79945349858495
2018-04-01,Aeropuerto Isla de Pascua,521,581.2,89.64211975223675
2018-04-01,Aeropuerto Punta Arenas,237,426.44999999999993,55.57509672880761
2018-04-01,Chacalluta - Aeropuerto,6,39.3,15.267175572519085
2018-05-01,Aeropuerto C. Arturo Merino Benítez,360531.95,559441.75,64.44494891559309
2018-05-01,Aeropuerto Cerro Moreno,1328,1668.6,79.58767829317992
2018-05-01,Aeropuerto Diego Aracena,1230,2046.35,60.10701981576955
2018-05-01,Aeropuerto Isla de Pascua,465,581.2,80.00688231245698
2018-05-01,Aeropuerto Punta Arenas,155,415.3499999999999,37.31792464186831
2018-05-01,Chacalluta - Aeropuerto,0,37.44999999999999,0
2018-06-01,Aeropuerto C. Arturo Merino Benítez,351919.81,556693.3999999999,63.2160916583527
2018-06-01,Aeropuerto Cerro Moreno,1575,1757.6,89.61083295402823
2018-06-01,Aeropuerto Diego Aracena,1047,2054.7,50.95634399182363
2018-06-01,Aeropuerto Isla de Pascua,321,581.2,55.23055746730902
2018-06-01,Aeropuerto Punta Arenas,206,422.1499999999999,48.797820679853146
2018-07-01,Aeropuerto C. Arturo Merino Benítez,465056.67,575964.7999999999,80.74393956019536
2018-07-01,Aeropuerto Cerro Moreno,1492,1668.6,89.4162771185425
2018-07-01,Aeropuerto Diego Aracena,1364,2032.6999999999998,67.1028681064594
2018-07-01,Aeropuerto Isla de Pascua,681,643.05,105.901562864474
2018-07-01,Aeropuerto Punta Arenas,95,415.3499999999999,22.87227639340316
2018-08-01,Aeropuerto C. Arturo Merino Benítez,396354.72,570764.8999999999,69.44272852097248
2018-08-01,Aeropuerto Carriel Sur,147,147,100
2018-08-01,Aeropuerto Cerro Moreno,1491,1668.6,89.35634663790005
2018-08-01,Aeropuerto Diego Aracena,1248,2052.7999999999997,60.795011691348414
2018-08-01,Aeropuerto Isla de Pascua,454,643.05,70.60104190964933
2018-08-01,Aeropuerto Punta Arenas,171,419.44999999999993,40.76767195136489
2018-09-01,Aeropuerto C. Arturo Merino Benítez,389676.62,576704.5499999999,67.56954145757997
2018-09-01,Aeropuerto Cerro Moreno,1514,1839.8999999999999,82.28708081960977
2018-09-01,Aeropuerto Diego Aracena,536,2039.8499999999997,26.2764418952374
2018-09-01,Aeropuerto Isla de Pascua,416,643.05,64.6917036000311
2018-09-01,Aeropuerto Punta Arenas,166,415.3499999999999,39.96629348742026
2018-10-01,Aeropuerto C. Arturo Merino Benítez,413366.89,566759.2,72.9351883480674
2018-10-01,Aeropuerto Cerro Moreno,1191,1668.6,71.37720244516362
2018-10-01,Aeropuerto Diego Aracena,990,2014.2499999999995,49.149807620702504
2018-10-01,Aeropuerto Isla de Pascua,491,643.05,76.35487131638287
2018-10-01,Aeropuerto Punta Arenas,153,419.44999999999993,36.47633806174753
2018-11-01,Aeropuerto C. Arturo Merino Benítez,406815.62,577622.7,70.42929926403517
2018-11-01,Aeropuerto Cerro Moreno,1479,1668.6,88.63718087019058
2018-11-01,Aeropuerto Diego Aracena,1043,2006.5499999999997,51.979766265480556
2018-11-01,Aeropuerto Isla de Pascua,483,643.05,75.11080009330536
2018-11-01,Aeropuerto Punta Arenas,311,539.8499999999999,57.60859498008707
2018-12-01,Aeropuerto C. Arturo Merino Benítez,406997.83,587144.7,69.31814763890401
2018-12-01,Aeropuerto Cerro Moreno,1599,1839.6499999999999,86.91870736281359
2018-12-01,Aeropuerto Diego Aracena,1080,2006.5499999999997,53.823727293115056
2018-12-01,Aeropuerto Isla de Pascua,392,643.05,60.95948993079854
2018-12-01,Aeropuerto La Florida,820,820,100
2018-12-01,Aeropuerto Punta Arenas,466,556.5,83.73764600179695
2019-01-01,Aeropuerto C. Arturo Merino Benítez,491888.04,596644.4,82.44241293473968
2019-01-01,Aeropuerto Cerro Moreno,1696,1725.25,98.30459353716853
2019-01-01,Aeropuerto Diego Aracena,2243,2619.1,85.64010537971059
2019-01-01,Aeropuerto Isla de Pascua,542,612.25,88.52592895059207
2019-01-01,Aeropuerto La Florida,1407,1362,103.30396475770924
2019-01-01,Aeropuerto Punta Arenas,212,538.4,39.37592867756315
2019-02-01,Aeropuerto C. Arturo Merino Benítez,501189.44,597254.7,83.91552883552026
2019-02-01,Aeropuerto Cerro Moreno,1746,1752.75,99.61489088575097
2019-02-01,Aeropuerto Diego Aracena,1457,2197.2999999999997,66.3086515268739
2019-02-01,Aeropuerto Isla de Pascua,506,612.25,82.64597795018375
2019-02-01,Aeropuerto La Florida,648,1337,48.46671652954376
2019-02-01,Aeropuerto Punta Arenas,348,444.1499999999999,78.3519081391422
2019-03-01,Aeropuerto C. Arturo Merino Benítez,491393.62,596194.2999999999,82.42172392456621
2019-03-01,Aeropuerto Cerro Moreno,1642,1718.5,95.54844340995054
2019-03-01,Aeropuerto Diego Aracena,1048,2136.5,49.05218815820267
2019-03-01,Aeropuerto Isla de Pascua,402,604.55,66.49574063352908
2019-03-01,Aeropuerto Punta Arenas,474,563.9,84.05745699592127
2019-03-01,Chacalluta - Aeropuerto,0,0,NA
2019-04-01,Aeropuerto C. Arturo Merino Benítez,420677.3,551197.15,76.32065949542735
2019-04-01,Aeropuerto Carriel Sur,48,48,100
2019-04-01,Aeropuerto Cerro Moreno,1461,1718.5,85.01600232761129
2019-04-01,Aeropuerto Diego Aracena,884,1389.9999999999998,63.59712230215828
2019-04-01,Aeropuerto El Tepual,172,172,100
2019-04-01,Aeropuerto Isla de Pascua,627,651.3,96.26900046061724
2019-04-01,Aeropuerto Punta Arenas,151,357.29999999999995,42.261404981808006
2019-05-01,Aeropuerto C. Arturo Merino Benítez,387462.34,552464.6275,70.133420442379375
2019-05-01,Aeropuerto Cerro Moreno,1367,1718.5,79.54611579866162
2019-05-01,Aeropuerto Diego Aracena,823,1364.6999999999998,60.30629442368287
2019-05-01,Aeropuerto Isla de Pascua,382,651.3,58.651926915399976
2019-05-01,Aeropuerto La Florida,224,224,100
2019-05-01,Aeropuerto Punta Arenas,186,357.29999999999995,52.05709487825357
2019-06-01,Aeropuerto C. Arturo Merino Benítez,361193.01,555702.3659999999,64.99756562130601
2019-06-01,Aeropuerto Cerro Moreno,1625,1815.5,89.50702285871661
2019-06-01,Aeropuerto Diego Aracena,770,1364.6999999999998,56.42265699421118
2019-06-01,Aeropuerto Isla de Pascua,379,651.3,58.191309688315684
2019-06-01,Aeropuerto La Florida,142,142,100
2019-06-01,Aeropuerto Punta Arenas,179,357.29999999999995,50.097956898964455
2019-07-01,Aeropuerto C. Arturo Merino Benítez,397674.58,564935.45,70.39292365171987
2019-07-01,Aeropuerto Cerro Moreno,1478,1718.5,86.00523712540006
2019-07-01,Aeropuerto Diego Aracena,1053,1294.1499999999996,81.36614766449023
2019-07-01,Aeropuerto Isla de Pascua,616,620.95,99.20283436669618
2019-07-01,Aeropuerto La Florida,0,134.9,0
2019-07-01,Aeropuerto Punta Arenas,161,359.09999999999997,44.83430799220273
2019-07-01,Chacalluta - Aeropuerto,0,0,NA
2019-08-01,Aeropuerto C. Arturo Merino Benítez,416889.97,568356.7999999999,73.35004525326345
2019-08-01,Aeropuerto Cerro Moreno,1571,1718.5,91.41693337212685
2019-08-01,Aeropuerto Diego Aracena,809,1277.4499999999998,63.32928881756625
2019-08-01,Aeropuerto Isla de Pascua,456,620.95,73.43586440132054
2019-08-01,Aeropuerto Punta Arenas,255,357.29999999999995,71.36859781696054
2019-09-01,Aeropuerto C. Arturo Merino Benítez,395494.48,556727.35,71.03916845472025
2019-09-01,Aeropuerto Cerro Moreno,1444,1718.5,84.02676752982252
2019-09-01,Aeropuerto Diego Aracena,818,1282.3999999999999,63.78665003119153
2019-09-01,Aeropuerto Isla de Pascua,381,620.95,61.35759723005072
2019-09-01,Aeropuerto Punta Arenas,195,357.29999999999995,54.57598656591101
2019-10-01,Aeropuerto C. Arturo Merino Benítez,339905.84,550799.1,61.711400763000526
2019-10-01,Aeropuerto Cerro Moreno,952,1718.5,55.397148676171085
2019-10-01,Aeropuerto Diego Aracena,655,1282.3999999999999,51.07610729881473
2019-10-01,Aeropuerto Isla de Pascua,721,854.95,84.33241710041523
2019-10-01,Aeropuerto Punta Arenas,92,357.29999999999995,25.74867058494263
2019-11-01,Aeropuerto C. Arturo Merino Benítez,383256,575701.7,66.57197642459629
2019-11-01,Aeropuerto Cerro Moreno,1333,1718.5,77.56764620308408
2019-11-01,Aeropuerto Diego Aracena,1012,1282.3999999999999,78.91453524641298
2019-11-01,Aeropuerto Isla de Pascua,429,620.95,69.0876882196634
2019-11-01,Aeropuerto Punta Arenas,229,410.4,55.799220272904485
2019-11-01,Chacalluta - Aeropuerto,5,5,100
2019-12-01,Aeropuerto C. Arturo Merino Benítez,404523.53,566967.303,71.3486523578239
2019-12-01,Aeropuerto Carriel Sur,274,274,100
2019-12-01,Aeropuerto Cerro Moreno,1449,1873.5,77.34187349879905
2019-12-01,Aeropuerto Diego Aracena,1112,1339.4999999999998,83.01605076521092
2019-12-01,Aeropuerto Isla de Pascua,568,620.95,91.4727433770835
2019-12-01,Aeropuerto La Florida,499,499,100
2019-12-01,Aeropuerto Punta Arenas,219,355.69999999999993,61.56873770030926
2020-01-01,Aeropuerto C. Arturo Merino Benítez,447427.22,591163.997,75.6858033084853
2020-01-01,Aeropuerto Carriel Sur,1797,1759.9,102.10807432240468
2020-01-01,Aeropuerto Cerro Moreno,2139,1998.1999999999998,107.0463417075368
2020-01-01,Aeropuerto Diego Aracena,2296,2188.1499999999996,104.9288211502868
2020-01-01,Aeropuerto Isla de Pascua,387,620.95,62.32385860375231
2020-01-01,Aeropuerto Punta Arenas,142,308.29999999999995,46.059033409017196
2020-02-01,Aeropuerto C. Arturo Merino Benítez,383452.22,598643.1595,64.05355409393934
2020-02-01,Aeropuerto Carriel Sur,1104.64,1836.3319999999999,60.154699694826434
2020-02-01,Aeropuerto Cerro Moreno,2248,2112.7,106.40412741988925
2020-02-01,Aeropuerto Diego Aracena,1711,1952.6499999999996,87.62451028090034
2020-02-01,Aeropuerto Isla de Pascua,483,620.95,77.78404058297768
2020-02-01,Aeropuerto Punta Arenas,257,276.79999999999995,92.84682080924857
2020-03-01,Aeropuerto C. Arturo Merino Benítez,257037.38,581958.35,44.16765907732057
2020-03-01,Aeropuerto Carriel Sur,1033,1861.3500000000001,55.49735407097
2020-03-01,Aeropuerto Cerro Moreno,860,2166.7,39.691697050814604
2020-03-01,Aeropuerto Diego Aracena,594,1627.9999999999998,36.48648648648649
2020-03-01,Aeropuerto El Tepual,0,0,NA
2020-03-01,Aeropuerto Isla de Pascua,228,620.95,36.71793220066027
2020-03-01,Aeropuerto Punta Arenas,78,255.89999999999998,30.480656506447833
2020-03-01,Chacalluta - Aeropuerto,0,0,NA
2020-04-01,Aeropuerto C. Arturo Merino Benítez,5949,261999.3,2.2706167535562116
2020-04-01,Aeropuerto Cerro Moreno,0,0,NA
2020-05-01,Aeropuerto C. Arturo Merino Benítez,4600,291418.39999999997,1.5784864648217136
2020-05-01,Aeropuerto Cerro Moreno,0,0,NA
2020-05-01,Aeropuerto Diego Aracena,140,140,100
2020-06-01,Aeropuerto C. Arturo Merino Benítez,5279,270719.95,1.9499855847343353
2020-06-01,Aeropuerto Cerro Moreno,0,0,NA
2020-06-01,Aeropuerto Diego Aracena,24,794.8999999999996,3.0192477041137264
2020-07-01,Aeropuerto C. Arturo Merino Benítez,3883,255731.84999999998,1.5183873264124121
2020-07-01,Aeropuerto Cerro Moreno,0,0,NA
2020-07-01,Aeropuerto Diego Aracena,15,794.8999999999996,1.887029815071079
2020-07-01,Aeropuerto Punta Arenas,30,30,100
2020-08-01,Aeropuerto C. Arturo Merino Benítez,8648,242355.55,3.5683111032530515
2020-08-01,Aeropuerto Cerro Moreno,0,0,NA
2020-08-01,Aeropuerto Diego Aracena,76,794.8999999999996,9.560951063026799
2020-09-01,Aeropuerto C. Arturo Merino Benítez,12540.39,260901.3,4.806564781394344
2020-09-01,Aeropuerto Cerro Moreno,0,0,NA
2020-09-01,Aeropuerto Diego Aracena,77,794.8999999999996,9.686753050698206
2020-10-01,Aeropuerto C. Arturo Merino Benítez,29584,353398.55,8.371285054791539
2020-10-01,Aeropuerto Carriel Sur,41,41,100
2020-10-01,Aeropuerto Cerro Moreno,0,0,NA
2020-10-01,Aeropuerto Diego Aracena,140,1233.8999999999996,11.346138260799096
2020-10-01,Aeropuerto La Florida,0,0,NA
2020-11-01,Aeropuerto C. Arturo Merino Benítez,45183.94,340919.55,13.253549114446503
2020-11-01,Aeropuerto Carriel Sur,41,41,100
2020-11-01,Aeropuerto Cerro Moreno,0,130.15,0
2020-11-01,Aeropuerto Diego Aracena,194,1233.8999999999996,15.722505875678747
2020-11-01,Aeropuerto La Florida,0,0,NA
2020-12-01,Aeropuerto C. Arturo Merino Benítez,73274.93,341107.85,21.481455205443087
2020-12-01,Aeropuerto Cerro Moreno,51,169.2,30.14184397163121
2020-12-01,Aeropuerto Diego Aracena,389,1233.8999999999996,31.526055596077484
2020-12-01,Aeropuerto La Florida,0,0,NA
2021-01-01,Aeropuerto C. Arturo Merino Benítez,86878.99,227497.45299999995,38.18899458184265
2021-01-01,Aeropuerto Cerro Moreno,212,195.6,108.38445807770962
2021-01-01,Aeropuerto Diego Aracena,452,826.3999999999996,54.69506292352374
2021-02-01,Aeropuerto C. Arturo Merino Benítez,91561.04,171707.49999999997,53.323844328290846
2021-02-01,Aeropuerto Cerro Moreno,287,275.75,104.07978241160471
2021-02-01,Aeropuerto Diego Aracena,282,560.15,50.343657948763735
2021-03-01,Aeropuerto C. Arturo Merino Benítez,81327.05,110687.74999999999,73.4743004533022
2021-03-01,Aeropuerto Cerro Moreno,361,346.2,104.27498555748123
2021-03-01,Aeropuerto Diego Aracena,361,351.75,102.62970859985785
2021-03-01,Aeropuerto Punta Arenas,0,0,NA
2021-03-01,Chacalluta - Aeropuerto,0,0,NA
2021-04-01,Aeropuerto C. Arturo Merino Benítez,16766.48,103126.04999999999,16.25823931004824
2021-04-01,Aeropuerto Carriel Sur,0,0,NA
2021-04-01,Aeropuerto Cerro Moreno,0,0,NA
2021-04-01,Aeropuerto Diego Aracena,146,530.6999999999998,27.51083474656115
2021-04-01,Aeropuerto Punta Arenas,0,0,NA
2021-05-01,Aeropuerto C. Arturo Merino Benítez,12588.31,95232.7,13.2184743265706
2021-05-01,Aeropuerto Carriel Sur,75,73.05,102.66940451745381
2021-05-01,Aeropuerto Cerro Moreno,0,0,NA
2021-05-01,Aeropuerto Diego Aracena,137,396.04999999999995,34.59159197071077
2021-05-01,Aeropuerto Punta Arenas,0,0,NA
2021-06-01,Aeropuerto C. Arturo Merino Benítez,15989.52,99943.59999999999,15.998543178352593
2021-06-01,Aeropuerto Cerro Moreno,0,0,NA
2021-06-01,Aeropuerto Diego Aracena,197,346.2,56.90352397458117
2021-06-01,Aeropuerto Punta Arenas,0,0,NA
2021-07-01,Aeropuerto C. Arturo Merino Benítez,23806.02,106870.79999999999,22.275513985110997
2021-07-01,Aeropuerto Cerro Moreno,188,342.5,54.89051094890512
2021-07-01,Aeropuerto Diego Aracena,173,344.34999999999997,50.23958182082184
2021-07-01,Aeropuerto Punta Arenas,0,0,NA
2021-08-01,Aeropuerto C. Arturo Merino Benítez,55303.03,114229.09999999999,48.41413440182931
2021-08-01,Aeropuerto Cerro Moreno,0,0,NA
2021-08-01,Aeropuerto Diego Aracena,112,382.5,29.28104575163399
2021-09-01,Aeropuerto C. Arturo Merino Benítez,72765.86,120178.34999999999,60.54822686448933
2021-09-01,Aeropuerto Cerro Moreno,0,0,NA
2021-09-01,Aeropuerto Diego Aracena,86,340.65,25.245853515338325
2021-10-01,Aeropuerto C. Arturo Merino Benítez,82710.86,128958.49999999999,64.13757914367801
2021-10-01,Aeropuerto Cerro Moreno,190,338.79999999999995,56.08028335301063
2021-10-01,Aeropuerto Diego Aracena,266,340.65,78.0860120358139
2021-10-01,Aeropuerto La Florida,0,0,NA
2021-11-01,Aeropuerto C. Arturo Merino Benítez,170476.17,162061.64999999997,105.19217223815755
2021-11-01,Aeropuerto Cerro Moreno,535,482.79999999999984,110.81193040596524
2021-11-01,Aeropuerto Diego Aracena,341,350,97.42857142857143
2021-12-01,Aeropuerto C. Arturo Merino Benítez,194535.81,196579.00299999997,98.96062500632381
2021-12-01,Aeropuerto Cerro Moreno,1245,1031.9999999999995,120.63953488372098
2021-12-01,Aeropuerto Diego Aracena,416,385.75,107.84186649384316
2021-12-01,Aeropuerto Punta Arenas,4,4,100
2022-01-01,Aeropuerto C. Arturo Merino Benítez,237621,240558.8,98.77876012018683
2022-01-01,Aeropuerto Cerro Moreno,1643,1523.5999999999997,107.83670254660018
2022-01-01,Aeropuerto Diego Aracena,518,518,100
2022-01-01,Aeropuerto Punta Arenas,4,3.8,105.26315789473684
2022-02-01,Aeropuerto C. Arturo Merino Benítez,245832,260890.75,94.22794790539719
2022-02-01,Aeropuerto Cerro Moreno,1730,1703.9,101.53178003403956
2022-02-01,Aeropuerto Diego Aracena,832,823.1499999999999,101.07513818866552
2022-02-01,Aeropuerto Punta Arenas,2,3.8,52.63157894736842
2022-03-01,Aeropuerto C. Arturo Merino Benítez,250135,274010.8,91.28654782950161
2022-03-01,Aeropuerto Cerro Moreno,1842,1808.4,101.85799601857997
2022-03-01,Aeropuerto Diego Aracena,788,775.8,101.57257025006446
2022-03-01,Aeropuerto Punta Arenas,12,12,100
2022-04-01,Aeropuerto C. Arturo Merino Benítez,241890,289704,83.49556788998426
2022-04-01,Aeropuerto Cerro Moreno,1964,1937.05,101.39129088046258
2022-04-01,Aeropuerto Diego Aracena,733,779.75,94.00448861814684
2022-04-01,Aeropuerto Punta Arenas,3,11.549999999999999,25.974025974025977
2022-05-01,Aeropuerto C. Arturo Merino Benítez,255842,302786.5,84.49584112898032
2022-05-01,Aeropuerto Cerro Moreno,1605,1991.2,80.6046605062274
2022-05-01,Aeropuerto Diego Aracena,771,911,84.63227222832053
2022-05-01,Chacalluta - Aeropuerto,291,291,100
2022-06-01,Aeropuerto C. Arturo Merino Benítez,246709,296981.64999999997,83.07213593836522
